beat_idx,gt_beat,gt_time_s,pred_time_s,err_ms,ok
0,0.0,1.010416,0.0,1010.42,1
1,0.5,1.247396,0.03333333333333333,1214.06,1
2,1.0,1.473307,0.06666666666666667,1406.64,1
3,1.4999999999999998,1.688802,0.06666666666666667,1622.14,1
4,2.0,1.919271,0.1,1819.27,1
5,2.5,2.135417,0.13333333333333333,2002.08,1
6,3.0,2.364584,0.16666666666666666,2197.92,1
7,3.5,2.578125,0.16666666666666666,2411.46,1
8,4.0,2.798828,0.2,2598.83,1
9,4.5,3.023438,0.23333333333333334,2790.1,1
10,5.0,3.227865,0.26666666666666666,2961.2,1
11,5.5,3.481771,0.26666666666666666,3215.1,1
12,6.0,3.714844,0.3,3414.84,1
13,6.5,3.936198000000001,0.3333333333333333,3602.86,1
14,7.0,4.161459,0.36666666666666664,3794.79,1
15,7.5,4.410156,0.36666666666666664,4043.49,1
16,8.0,4.636719,0.4,4236.72,1
17,8.5,4.855468,0.43333333333333335,4422.13,1
18,9.0,5.079427,0.4666666666666667,4612.76,1
19,9.5,5.328125,0.4666666666666667,4861.46,1
20,10.0,5.55013,1.0,4550.13,1
21,10.5,5.761719,1.0333333333333334,4728.39,1
22,11.0,5.990234,1.0666666666666667,4923.57,1
23,11.5,6.207032,1.0666666666666667,5140.37,1
24,12.0,6.457682,1.1,5357.68,1
25,12.5,6.6627600000000005,1.1333333333333333,5529.43,1
26,13.0,6.88737,1.2333333333333334,5654.04,1
27,13.5,7.114584,1.2333333333333334,5881.25,1
28,14.0,7.346353999999999,1.2666666666666666,6079.69,1
29,14.5,7.559896000000001,1.3,6259.9,1
30,15.0,7.795572999999999,1.3333333333333333,6462.24,1
31,15.5,8.023438,1.3333333333333333,6690.1,1
32,16.0,8.248697,1.3666666666666667,6882.03,1
33,16.5,8.503906,1.4,7103.91,1
34,17.0,8.739583,1.4333333333333333,7306.25,1
35,17.5,8.945313,1.6666666666666667,7278.65,1
36,18.0,9.188151,1.9333333333333333,7254.82,1
37,18.5,9.429688,2.2,7229.69,1
38,19.0,9.652995,2.3,7353.0,1
39,19.5,9.927444,2.3333333333333335,7594.11,1
40,20.0,10.466805,2.3333333333333335,8133.47,1
41,20.5,10.8513,2.3666666666666667,8484.63,1
42,21.0,11.089193,2.4,8689.19,1
43,21.5,11.321615,2.433333333333333,8888.28,1
44,22.0,11.542318,2.433333333333333,9108.98,1
45,22.5,11.769531,2.8,8969.53,1
46,23.0,12.016276,3.8333333333333335,8182.94,1
47,23.5,12.240234,3.8666666666666667,8373.57,1
48,24.0,12.477213,3.8666666666666667,8610.55,1
49,24.5,12.704427,4.733333333333333,7971.09,1
50,25.0,12.903646,4.766666666666667,8136.98,1
51,25.5,13.132162,4.8,8332.16,1
52,26.0,13.395832999999998,4.8,8595.83,1
53,26.5,13.611329,4.866666666666666,8744.66,1
54,27.0,13.849609,5.333333333333333,8516.28,1
55,27.5,14.075520999999998,5.566666666666666,8508.85,1
56,28.0,14.307943,5.766666666666667,8541.28,1
57,28.5,14.559245,6.433333333333334,8125.91,1
58,29.0,14.811198,6.433333333333334,8377.86,1
59,29.5,15.017579,6.466666666666667,8550.91,1
60,30.0,15.257162,6.5,8757.16,1
61,30.5,15.498698,6.533333333333333,8965.36,1
62,31.0,15.719401,6.533333333333333,9186.07,1
63,31.5,15.953125,6.566666666666666,9386.46,1
64,32.0,16.200521,6.6,9600.52,1
65,32.5,16.424479,6.633333333333334,9791.15,1
66,33.0,16.658203,6.633333333333334,10024.87,1
67,33.5,16.893229,6.666666666666667,10226.56,1
68,34.0,17.132161,6.7,10432.16,1
69,34.5,17.375,6.733333333333333,10641.67,1
