beat_idx,gt_beat,gt_time_s,pred_time_s,err_ms,ok
0,0.0,1.063542,0.0,1063.542,1
1,1.9999999999999996,2.561458,0.26666666666666666,2294.7913333333336,1
2,3.9999999999999987,3.426042,0.23333333333333334,3192.7086666666664,1
3,5.9999999999999964,4.402083,0.23333333333333334,4168.749666666667,1
4,7.999999999999991,5.417708,5.466666666666667,48.958666666666595,1
5,9.999999999999995,6.476042,6.533333333333333,57.29133333333358,1
6,11.999999999999996,7.407292,6.966666666666667,440.6253333333332,1
7,13.999999999999996,8.353125,8.333333333333334,19.79166666666643,1
8,16.000000000000004,9.25625,9.233333333333333,22.91666666666714,1
9,18.00000000000001,10.376042,10.333333333333334,42.70866666666606,1
10,20.000000000000025,11.336458,11.333333333333334,3.1246666666664424,1
11,22.000000000000025,12.445833,12.4,45.83300000000001,1
12,24.000000000000036,13.382292,13.5,117.70800000000037,1
13,26.00000000000004,14.414583,14.333333333333334,81.24966666666644,1
14,28.00000000000005,15.778125,15.666666666666666,111.45833333333321,1
15,30.00000000000004,17.303125,17.0,303.1250000000014,1
16,32.00000000000001,18.632292,18.633333333333333,1.0413333333332275,1
17,34.0,19.79375,19.8,6.250000000001421,1
18,35.99999999999997,20.708333,20.666666666666668,41.666333333331806,1
19,37.99999999999995,21.619792,21.633333333333333,13.541333333332517,1
20,39.99999999999993,22.573958,22.566666666666666,7.291333333334649,1
21,41.9999999999999,23.589583,23.6,10.417000000000343,1
22,43.999999999999886,24.41875,24.366666666666667,52.08333333333215,1
23,45.99999999999986,25.348958,25.333333333333332,15.624666666667508,1
24,47.999999999999844,26.359375,26.333333333333332,26.04166666666785,1
25,49.9999999999998,27.464583,27.366666666666667,97.91633333333394,1
26,51.99999999999979,28.645833000000003,28.566666666666666,79.16633333333678,1
27,53.99999999999978,29.797917,29.766666666666666,31.250333333336044,1
28,55.99999999999976,30.859375,30.833333333333332,26.04166666666785,1
29,57.99999999999974,31.88125,31.866666666666667,14.58333333333428,1
